SERGIO,102,1999,264,m,0.099986365
DONATO,103,1999,249,m,0.094305322
SAVERIO,104,1999,249,m,0.094305322
ALFREDO,105,1999,248,m,0.093926586
PATRICK,106,1999,246,m,0.093169113
EUGENIO,107,1999,239,m,0.09051796
MICHELANGELO,108,1999,239,m,0.09051796
BIAGIO,109,1999,236,m,0.089381751
MARTINO,110,1999,235,m,0.089003015
ADRIANO,111,1999,230,m,0.087109334
LUDOVICO,112,1999,229,m,0.086730597
LUCIANO,113,1999,228,m,0.086351861
YURI,114,1999,227,m,0.085973125
GERARDO,115,1999,224,m,0.084836916
PIERLUIGI,116,1999,221,m,0.083700707
WILLIAM,117,1999,220,m,0.083321971
GUIDO,118,1999,217,m,0.082185763
PIERPAOLO,119,1999,213,m,0.080670818
EMILIANO,120,1999,207,m,0.0783984
ALDO,121,1999,206,m,0.078019664
ARMANDO,122,1999,205,m,0.077640928
ERIK,123,1999,205,m,0.077640928
TIZIANO,124,1999,205,m,0.077640928
JONATHAN,125,1999,203,m,0.076883455
GIORDANO,126,1999,200,m,0.075747247
EMILIO,127,1999,195,m,0.073853565
ANIELLO,128,1999,191,m,0.07233862
CESARE,129,1999,185,m,0.070066203
FERDINANDO,130,1999,183,m,0.069308731
VALENTINO,131,1999,183,m,0.069308731
WALTER,132,1999,182,m,0.068929994
FELICE,133,1999,180,m,0.068172522
GIULIANO,134,1999,180,m,0.068172522
GUGLIELMO,135,1999,174,m,0.065900105
GIANCARLO,136,1999,168,m,0.063627687
AMEDEO,137,1999,155,m,0.058704116
SILVIO,138,1999,155,m,0.058704116
AGOSTINO,139,1999,154,m,0.05832538
GIANLUIGI,140,1999,153,m,0.057946644
ETTORE,141,1999,150,m,0.056810435
GIANNI,142,1999,146,m,0.05529549
MOHAMED,143,1999,146,m,0.05529549
NICO,144,1999,143,m,0.054159281
DATO MANCANTE,145,1999,142,m,0.053780545
PIERO,146,1999,142,m,0.053780545
ANTHONY,147,1999,141,m,0.053401809
GREGORIO,148,1999,140,m,0.053023073
MANUELE,149,1999,136,m,0.051508128
RENATO,150,1999,136,m,0.051508128
CORRADO,151,1999,134,m,0.050750655
NUNZIO,152,1999,133,m,0.050371919
